1505273386 0 1 0 0 0 0 0 0 0
1505273845 0 1 0 0 1 0 0 0 0
1505273862 0 1 0 0 2 0 0 0 0
1505273878 0 1 0 0 3 0 0 0 0
1505292399 0 1 0 0 3 0 0 0 1
1505430982 0 1 0 0 3 0 0 0 2
1505462398 0 1 1 0 3 0 0 0 2
1505473668 0 1 2 0 3 0 0 0 2
1505473707 0 1 3 0 3 0 0 0 2
1505488809 0 1 4 0 3 0 0 0 2
1505488891 0 1 5 0 3 0 0 0 2
1505489108 0 1 6 0 3 0 0 0 2
1505536894 0 2 6 0 3 0 0 0 2
1505542930 0 3 6 0 3 0 0 0 2
1505545471 0 4 6 0 3 0 0 0 2
1505619672 0 5 6 0 3 0 0 0 2
1505714364 0 5 6 0 3 0 0 0 3
1505714610 1 5 6 0 3 0 0 0 3
1505714841 2 5 6 0 3 0 0 0 3
1505715000 3 5 6 0 3 0 0 0 3
1505715709 3 5 6 0 3 0 1 0 3
1505717553 3 5 7 0 3 0 1 0 3
1505718361 3 5 8 0 3 0 1 0 3
1505722538 4 5 8 0 3 0 1 0 3
1505731588 4 5 9 0 3 0 1 0 3
1505733719 4 5 10 0 3 0 1 0 3
1505733819 4 5 11 0 3 0 1 0 3
1505734030 4 5 11 1 3 0 1 0 3
1505739661 4 5 11 2 3 0 1 0 3
1505740047 4 5 12 2 3 0 1 0 3
1505740296 4 5 12 3 3 0 1 0 3
1505740324 4 5 12 4 3 0 1 0 3
1505790130 5 5 12 4 3 0 1 0 3
1505792320 6 5 12 4 3 0 1 0 3
1505803999 7 5 12 4 3 0 1 0 3
1505805209 8 5 12 4 3 0 1 0 3
1505812793 9 5 12 4 3 0 1 0 3
1505813673 9 5 12 5 3 0 1 0 3
1505814890 9 5 12 5 4 0 1 0 3
1505816289 9 5 12 5 5 0 1 0 3
1505816619 9 5 13 5 5 0 1 0 3
1505819790 9 5 13 6 5 0 1 0 3
1505820510 9 6 13 6 5 0 1 0 3
1505878614 9 7 13 6 5 0 1 0 3
1505971533 9 8 13 6 5 0 1 0 3
1505975196 9 9 13 6 5 0 1 0 3
1505991110 9 10 13 6 5 0 1 0 3
1506292091 9 11 13 6 5 0 1 0 3
1506328596 9 11 13 7 5 0 1 0 3
1506329404 9 11 13 8 5 0 1 0 3
1506335754 9 11 14 8 5 0 1 0 3
1506340017 9 11 15 8 5 0 1 0 3
1506426680 9 11 15 9 5 0 1 0 3
1506426737 9 12 15 9 5 0 1 0 3
1506426964 9 12 15 10 5 0 1 0 3
1506474232 9 12 16 10 5 0 1 0 3
1506474275 9 12 17 10 5 0 1 0 3
1506474820 10 12 17 10 5 0 1 0 3
1506475235 10 13 17 10 5 0 1 0 3
1506475691 10 13 17 10 5 1 1 0 3
1506475900 11 13 17 10 5 1 1 0 3
1506476036 12 13 17 10 5 1 1 0 3
1506476154 12 13 17 10 6 1 1 0 3
1506476328 12 14 17 10 6 1 1 0 3
1506476351 12 15 17 10 6 1 1 0 3
1506476650 12 15 17 10 6 2 1 0 3
1506476989 12 15 17 10 6 3 1 0 3
1506477533 12 15 17 10 6 4 1 0 3
1506477559 13 15 17 10 6 4 1 0 3
1506477651 13 15 17 10 6 4 2 0 3
1506477743 14 15 17 10 6 4 2 0 3
1506478297 15 15 17 10 6 4 2 0 3
1506478854 15 15 17 10 6 4 3 0 3
1506479185 15 16 17 10 6 4 3 0 3
1506479973 15 16 17 10 6 5 3 0 3
1506480061 15 16 17 10 6 6 3 0 3
1506480139 15 16 17 10 6 6 4 0 3
1506480235 16 16 17 10 6 6 4 0 3
1506480236 16 16 17 10 7 6 4 0 3
1506480267 16 16 17 10 8 6 4 0 3
1506480350 16 16 17 10 9 6 4 0 3
1506480770 16 16 17 10 9 6 5 0 3
1506480854 16 17 17 10 9 6 5 0 3
1506480861 17 17 17 10 9 6 5 0 3
1506481059 17 17 17 10 10 6 5 0 3
1506481217 18 17 17 10 10 6 5 0 3
1506481327 19 17 17 10 10 6 5 0 3
1506483870 19 17 18 10 10 6 5 0 3
1506487285 19 18 18 10 10 6 5 0 3
1506487948 20 18 18 10 10 6 5 0 3
1506489217 21 18 18 10 10 6 5 0 3
1506498502 22 18 18 10 10 6 5 0 3
1506498595 23 18 18 10 10 6 5 0 3
1506498820 24 18 18 10 10 6 5 0 3
1506499385 24 18 18 11 10 6 5 0 3
1506506037 24 18 19 11 10 6 5 0 3
1506506060 24 18 20 11 10 6 5 0 3
1506507636 24 18 20 11 10 6 5 1 3
1506507774 24 18 20 12 10 6 5 1 3
1506507820 24 18 20 12 10 6 5 2 3
1506507848 24 18 20 13 10 6 5 2 3
1506507865 24 19 20 13 10 6 5 2 3
1506508065 24 19 20 13 10 6 5 2 4
1506508243 24 19 20 13 10 6 5 3 4
1506508280 24 19 20 13 10 6 5 4 4
1506508703 24 19 20 13 10 6 5 5 4
1506508807 24 19 20 14 10 6 5 5 4
1506508862 24 19 20 15 10 6 5 5 4
1506508942 24 19 20 16 10 6 5 5 4
1506509104 24 19 20 16 10 6 5 6 4
1506509146 24 19 20 16 10 6 5 7 4
1506509178 24 19 20 16 11 6 5 7 4
1506509319 24 19 20 17 11 6 5 7 4
1506509386 24 19 20 17 12 6 5 7 4
1506509560 24 19 20 17 13 6 5 7 4
1506509659 24 19 20 17 13 6 5 8 4
1506509670 24 19 20 17 14 6 5 8 4
1506509721 24 19 21 17 14 6 5 8 4
1506509732 24 19 22 17 14 6 5 8 4
1506509773 24 19 22 17 14 6 5 8 5
1506509793 24 19 22 17 14 6 6 8 5
1506509852 24 19 22 17 14 6 6 8 6
1506509869 24 19 22 17 15 6 6 8 6
1506608242 24 19 23 17 15 6 6 8 6
1506608319 24 19 24 17 15 6 6 8 6
1506823742 24 19 24 18 15 6 6 8 6
1506825443 24 20 24 18 15 6 6 8 6
1506826342 24 20 24 18 15 6 7 8 6
1506827229 24 20 24 18 15 6 8 8 6
1506827248 25 20 24 18 15 6 8 8 6
1506827300 26 20 24 18 15 6 8 8 6
1506827373 26 21 24 18 15 6 8 8 6
1506827421 26 21 24 18 15 7 8 8 6
1506827456 26 22 24 18 15 7 8 8 6
1506828787 27 22 24 18 15 7 8 8 6
1506830420 27 22 24 18 15 7 9 8 6
1506830912 28 22 24 18 15 7 9 8 6
1506831150 28 22 24 18 16 7 9 8 6
1506831154 29 22 24 18 16 7 9 8 6
1506831265 30 22 24 18 16 7 9 8 6
1506831471 30 22 24 18 16 8 9 8 6
