1505273386 0 28 0 0 0 0 0 0 0
1505273845 0 28 0 0 1 0 0 0 0
1505273862 0 28 0 0 2 0 0 0 0
1505273878 0 28 0 0 4 0 0 0 0
1505292399 0 28 0 0 4 0 0 0 0
1505430982 0 28 0 0 4 0 0 0 0
1505462398 0 28 10 0 4 0 0 0 0
1505473668 0 28 36 0 4 0 0 0 0
1505473707 0 28 88 0 4 0 0 0 0
1505488809 0 28 110 0 4 0 0 0 0
1505488891 0 28 110 0 4 0 0 0 0
1505489108 0 28 115 0 4 0 0 0 0
1505536894 0 38 115 0 4 0 0 0 0
1505542930 0 115 115 0 4 0 0 0 0
1505545471 0 118 115 0 4 0 0 0 0
1505619672 0 149 115 0 4 0 0 0 0
1505714364 0 149 115 0 4 0 0 0 10
1505714610 5 149 115 0 4 0 0 0 10
1505714841 10 149 115 0 4 0 0 0 10
1505715000 10 149 115 0 4 0 0 0 10
1505715709 10 149 115 0 4 0 2 0 10
1505717553 10 149 153 0 4 0 2 0 10
1505718361 10 149 205 0 4 0 2 0 10
1505722538 138 149 205 0 4 0 2 0 10
1505731588 138 149 300 0 4 0 2 0 10
1505733719 138 149 300 0 4 0 2 0 10
1505733819 138 149 300 0 4 0 2 0 10
1505734030 138 149 300 10 4 0 2 0 10
1505739661 138 149 300 73 4 0 2 0 10
1505740047 138 149 310 73 4 0 2 0 10
1505740296 138 149 310 82 4 0 2 0 10
1505740324 138 149 310 82 4 0 2 0 10
1505790130 173 149 310 82 4 0 2 0 10
1505792320 201 149 310 82 4 0 2 0 10
1505803999 230 149 310 82 4 0 2 0 10
1505805209 284 149 310 82 4 0 2 0 10
1505812793 317 149 310 82 4 0 2 0 10
1505813673 317 149 310 169 4 0 2 0 10
1505814890 317 149 310 169 236 0 2 0 10
1505816289 317 149 310 169 236 0 2 0 10
1505816619 317 149 310 169 236 0 2 0 10
1505819790 317 149 310 198 236 0 2 0 10
1505820510 317 300 310 198 236 0 2 0 10
1505878614 317 362 310 198 236 0 2 0 10
1505971533 317 362 310 198 236 0 2 0 10
1505975196 317 390 310 198 236 0 2 0 10
1505991110 317 460 310 198 236 0 2 0 10
1506292091 317 502 310 198 236 0 2 0 10
1506328596 317 502 310 204 236 0 2 0 10
1506329404 317 502 310 204 236 0 2 0 10
1506335754 317 502 387 204 236 0 2 0 10
1506340017 317 502 632 204 236 0 2 0 10
1506426680 317 502 632 204 236 0 2 0 10
1506426737 317 502 632 204 236 0 2 0 10
1506426964 317 502 632 204 236 0 2 0 10
1506474232 317 502 740 204 236 0 2 0 10
1506474275 317 502 798 204 236 0 2 0 10
1506474820 416 502 798 204 236 0 2 0 10
1506475235 416 502 798 204 236 0 2 0 10
1506475691 416 502 798 204 236 0 2 0 10
1506475900 416 502 798 204 236 0 2 0 10
1506476036 416 502 798 204 236 0 2 0 10
1506476154 416 502 798 204 489 0 2 0 10
1506476328 416 525 798 204 489 0 2 0 10
1506476351 416 525 798 204 489 0 2 0 10
1506476650 416 525 798 204 489 17 2 0 10
1506476989 416 525 798 204 489 17 2 0 10
1506477533 416 525 798 204 489 27 2 0 10
1506477559 469 525 798 204 489 27 2 0 10
1506477651 469 525 798 204 489 27 31 0 10
1506477743 469 525 798 204 489 27 31 0 10
1506478297 470 525 798 204 489 27 31 0 10
1506478854 470 525 798 204 489 27 86 0 10
1506479185 470 569 798 204 489 27 86 0 10
1506479973 470 569 798 204 489 82 86 0 10
1506480061 470 569 798 204 489 82 86 0 10
1506480139 470 569 798 204 489 82 104 0 10
1506480235 504 569 798 204 489 82 104 0 10
1506480236 504 569 798 204 535 82 104 0 10
1506480267 504 569 798 204 535 82 104 0 10
1506480350 504 569 798 204 535 82 104 0 10
1506480770 504 569 798 204 535 82 177 0 10
1506480854 504 569 798 204 535 82 177 0 10
1506480861 529 569 798 204 535 82 177 0 10
1506481059 529 569 798 204 544 82 177 0 10
1506481217 529 569 798 204 544 82 177 0 10
1506481327 529 569 798 204 544 82 177 0 10
1506483870 529 569 798 204 544 82 177 0 10
1506487285 529 608 798 204 544 82 177 0 10
1506487948 547 608 798 204 544 82 177 0 10
1506489217 608 608 798 204 544 82 177 0 10
1506498502 738 608 798 204 544 82 177 0 10
1506498595 738 608 798 204 544 82 177 0 10
1506498820 738 608 798 204 544 82 177 0 10
1506499385 738 608 798 204 544 82 177 0 10
1506506037 738 608 799 204 544 82 177 0 10
